H,H,H,H,H
6.358,7.85,1.51,0.0,0.0
0.0,6.431,1.5,0.0,0.0
0.0,0.0,7.484,0.0,0.0
0.0,0.0,0.0,4.394,-14.0
0.0,0.0,0.0,0.0,4.394
