H,H,H,H,H,H
7.935,7.206,8.746,0.0,0.0,0.0
0.0,7.986,0.0,8.573,0.0,0.0
0.0,0.0,8.104,0.0,0.0,0.0
0.0,0.0,0.0,8.244,0.0,0.0
0.0,0.0,0.0,0.0,8.44,0.0
0.0,0.0,0.0,0.0,0.0,8.487
