H,H,H,H,H
7.464,3.831,0.0,0.0,0.841
0.0,6.737,0.0,0.0,1.891
0.0,0.0,8.631,5.72,0.0
0.0,0.0,0.0,7.774,0.0
0.0,0.0,0.0,0.0,7.829
