H,H,H,H,H,H,H,H,H,H,H,H
0.886,-14.0,-14.0,7.832,7.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.886,-14.0,7.832,7.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.886,7.832,7.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.31,-14.0,8.924,8.924,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.31,8.924,8.924,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.695,-14.0,7.799,7.799,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.695,7.799,7.799,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.838,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.838,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.687,12.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.694
