H,H,H,H,H,H,H
7.47,7.605,8.328,0.0,0.0,0.0,0.0
0.0,7.409,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.907,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.517,5.554,0.0,0.0
0.0,0.0,0.0,0.0,7.657,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.932,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,4.932
