H,H,H,H,H,H,H
2.521,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.521,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.521,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.579,9.34,0.0,3.009
0.0,0.0,0.0,0.0,7.699,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.359,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.799
