H,H,H,H,H,H
3.13,-14.0,6.414,6.414,0.0,0.0
0.0,3.13,6.414,6.414,0.0,0.0
0.0,0.0,4.425,-14.0,0.0,0.0
0.0,0.0,0.0,4.425,0.0,0.0
0.0,0.0,0.0,0.0,8.347,1.5
0.0,0.0,0.0,0.0,0.0,8.347
