H,H,H,H,H
6.621,1.781,3.58,0.0,0.0
0.0,7.673,0.748,0.0,0.0
0.0,0.0,7.165,0.0,0.0
0.0,0.0,0.0,3.915,-12.4
0.0,0.0,0.0,0.0,3.915
