H,H,H,H,H,H
2.186,-14.0,-14.0,0.0,0.0,0.0
0.0,2.186,-14.0,0.0,0.0,0.0
0.0,0.0,2.186,0.0,0.0,0.0
0.0,0.0,0.0,7.607,9.536,2.439
0.0,0.0,0.0,0.0,6.781,0.0
0.0,0.0,0.0,0.0,0.0,7.725
