H,H,H,H,H,H,H
3.59,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.59,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.59,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.556,7.679,8.985,0.0
0.0,0.0,0.0,0.0,7.668,1.75,4.795
0.0,0.0,0.0,0.0,0.0,6.64,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.787
