H,H,H,H,H
7.361,9.07,1.475,0.0,0.0
0.0,6.995,0.0,0.0,0.0
0.0,0.0,7.207,0.0,0.0
0.0,0.0,0.0,6.095,-14.0
0.0,0.0,0.0,0.0,6.095
