H,H,H,H,H,H
7.484,1.5,8.495,0.0,0.0,0.0
0.0,7.484,0.0,8.495,0.0,0.0
0.0,0.0,7.363,1.5,0.0,0.0
0.0,0.0,0.0,7.363,0.0,0.0
0.0,0.0,0.0,0.0,3.968,-14.0
0.0,0.0,0.0,0.0,0.0,3.968
