H,H,H,H,H,H
2.13,-14.0,-14.0,0.0,0.0,0.0
0.0,2.13,-14.0,0.0,0.0,0.0
0.0,0.0,2.13,0.0,0.0,0.0
0.0,0.0,0.0,7.632,9.977,1.677
0.0,0.0,0.0,0.0,6.58,0.0
0.0,0.0,0.0,0.0,0.0,7.345
