H,H,H,H,H,H,H,H,H,H,H,H
1.285,-12.5,-12.5,7.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.285,1.285,7.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.284,7.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.992,7.057,7.057,7.057,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.285,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.285,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.285,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.389,8.188,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.816,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.816,8.188,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.389,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.975
