H,H,H,H,H,H,H,H,H,H,H
3.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.808,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.837,-12.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.837,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.837,-12.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.837,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.837,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769
