H,H,H,H,H,H
7.163,4.102,4.102,0.0,0.0,0.0
0.0,7.453,1.5,0.0,0.0,0.0
0.0,0.0,7.453,0.0,0.0,0.0
0.0,0.0,0.0,6.646,0.0,0.0
0.0,0.0,0.0,0.0,4.758,12.55
0.0,0.0,0.0,0.0,0.0,4.766
