H,H,H,H,H,H,H
2.464,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.464,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.464,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.019,2.956,0.0,0.0
0.0,0.0,0.0,0.0,6.772,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.306,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,4.306
