H,H,H,H,H,H,H
3.692,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.692,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.692,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.517,7.11,8.492,0.0
0.0,0.0,0.0,0.0,7.325,0.0,8.492
0.0,0.0,0.0,0.0,0.0,7.426,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.441
