H,H,H,H,H,H,H,H,H,H,H
0.911,-12.5,-12.5,6.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.911,-12.5,6.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.911,6.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.603,6.424,6.424,6.424,6.591,6.591,0.0,0.0
0.0,0.0,0.0,0.0,0.911,-12.5,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.911,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542,-12.4,7.937,7.937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542,7.937,7.937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.359,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.359
