H,H,H,H,H
1.378,-12.5,-12.5,6.274,0.0
0.0,1.378,-12.5,6.274,0.0
0.0,0.0,1.378,6.274,0.0
0.0,0.0,0.0,4.33,8.03
0.0,0.0,0.0,0.0,3.547
