H,H,H,H,H,H,H,H,H,H,H,H
7.089,7.532,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.9,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.128,-14.0,0.0,0.0,5.219,5.219,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.128,0.0,0.0,5.219,5.219,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.128,-14.0,0.0,0.0,5.219,5.219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.128,0.0,0.0,5.219,5.219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.435,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.435,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.435,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.435
