H,H,H,H,H,H,H,H,H,H,H
2.778,-16.844,2.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.181,13.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.127,3.17,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.043,8.982,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.964,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.428,8.026,0.0,0.0,7.807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,7.965,0.828,0.828
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.428,7.892,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535,2.443
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535
