H,H,H,H,H,H,H,H,H,H,H,H
0.941,-14.0,-14.0,0.0,0.0,0.0,7.797,7.797,0.0,0.0,0.0,0.0
0.0,0.941,-14.0,0.0,0.0,0.0,7.797,7.797,0.0,0.0,0.0,0.0
0.0,0.0,0.941,0.0,0.0,0.0,7.797,7.797,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.538,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.538,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.538,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.487,-14.0,8.216,8.216,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.487,8.216,8.216,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.716,9.264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363
