H,H,H,H,H
7.427,8.802,0.0,0.0,0.0
0.0,7.233,1.425,0.0,0.0
0.0,0.0,7.228,0.0,0.0
0.0,0.0,0.0,5.357,-14.0
0.0,0.0,0.0,0.0,5.357
