H,H,H,H,H,H,H,H,H,H,H,H
0.93,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.93,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.631,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.631,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.631,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.426,9.067,9.067,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464,1.5,7.86,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464,0.0,7.86,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37
