H,H,H,H,H
1.314,-12.5,-12.5,0.0,0.0
0.0,1.314,-12.5,0.0,0.0
0.0,0.0,1.314,0.0,0.0
0.0,0.0,0.0,2.42,-15.695
0.0,0.0,0.0,0.0,2.721
