H,H,H,H,H,H,H,H,H
7.398,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.44,1.5,7.915,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.44,0.0,7.915,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.44,1.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.476,10.59,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.336,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.931,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.931
