H,H,H,H,H
2.379,-14.0,-14.0,0.0,0.0
0.0,2.379,-14.0,0.0,0.0
0.0,0.0,2.379,0.0,0.0
0.0,0.0,0.0,6.505,5.764
0.0,0.0,0.0,0.0,7.996
