H,H,H,H,H
7.471,9.669,5.557,0.0,0.0
0.0,7.662,0.0,0.0,0.0
0.0,0.0,8.343,0.0,0.0
0.0,0.0,0.0,4.347,11.89
0.0,0.0,0.0,0.0,4.342
