H,H,H,H,H,H,H,H,H
2.419,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.419,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.419,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.371,8.291,8.291,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.962,1.5,0.0,0.0,1.5
0.0,0.0,0.0,0.0,0.0,6.854,0.0,0.0,1.505
0.0,0.0,0.0,0.0,0.0,0.0,7.321,0.08,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.852
