H,H,H,H,H,H,H,H,H,H,H,H,H
1.159,-14.0,-14.0,0.0,0.0,0.0,8.164,8.164,0.0,0.0,0.0,0.0,0.0
0.0,1.159,-14.0,0.0,0.0,0.0,8.164,8.164,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.159,0.0,0.0,0.0,8.164,8.164,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.159,-14.0,-14.0,0.0,0.0,8.164,8.164,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.159,-14.0,0.0,0.0,8.164,8.164,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.159,0.0,0.0,8.164,8.164,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.526,-14.792,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526,-14.792,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.334,7.699,7.699
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.232,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.232
