H,H,H,H,H
2.126,-13.21,9.904,6.202,5.512
0.0,2.539,6.567,10.065,9.36
0.0,0.0,2.427,-17.219,0.0
0.0,0.0,0.0,2.407,0.0
0.0,0.0,0.0,0.0,4.307
