H,H,H,H,H,H,H
2.036,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.036,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.036,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.479,-14.0,8.478,8.478
0.0,0.0,0.0,0.0,2.479,8.478,8.478
0.0,0.0,0.0,0.0,0.0,2.596,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,2.596
