H,H,H,H,H,H
7.702,10.024,1.283,0.0,0.0,0.0
0.0,7.367,0.0,0.0,0.0,0.0
0.0,0.0,8.441,0.0,0.0,0.0
0.0,0.0,0.0,4.526,11.11,0.0
0.0,0.0,0.0,0.0,4.537,0.0
0.0,0.0,0.0,0.0,0.0,7.694
