H,H,H,H,H,H,H,H
7.097,7.349,7.945,0.0,0.0,0.0,0.0,0.0
0.0,7.254,0.0,7.945,0.0,0.0,0.0,0.0
0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.939,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.621,-14.0,8.089,8.089
0.0,0.0,0.0,0.0,0.0,2.621,8.089,8.089
0.0,0.0,0.0,0.0,0.0,0.0,2.98,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
