H,H,H,H,H
2.474,-14.0,-14.0,0.0,0.0
0.0,2.474,-14.0,0.0,0.0
0.0,0.0,2.474,0.0,0.0
0.0,0.0,0.0,6.819,3.542
0.0,0.0,0.0,0.0,7.379
