H,H,H,H,H,H,H,H,H
3.829,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.829,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.829,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.306,8.324,8.324,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.914,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.892,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.897,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
