H,H,H,H,H,H,H,H,H,H
2.039,-14.0,6.503,6.503,0.0,7.125,7.125,0.0,0.0,0.0
0.0,2.039,6.503,6.503,0.0,7.125,7.125,0.0,0.0,0.0
0.0,0.0,2.039,-14.0,0.0,0.0,0.0,7.125,7.125,0.0
0.0,0.0,0.0,2.039,0.0,0.0,0.0,7.125,7.125,0.0
0.0,0.0,0.0,0.0,7.113,0.0,0.0,0.0,0.0,3.678
0.0,0.0,0.0,0.0,0.0,3.417,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.417,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.417,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.417,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.633
