H,H,H,H,H,H,H
2.482,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.482,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.482,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.248,8.065,0.0,0.0
0.0,0.0,0.0,0.0,7.323,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.36,11.89
0.0,0.0,0.0,0.0,0.0,0.0,4.354
