H,H,H,H,H
7.952,9.057,0.0,0.0,2.532
0.0,7.9,0.0,0.0,0.0
0.0,0.0,4.53,13.53,0.0
0.0,0.0,0.0,4.54,0.0
0.0,0.0,0.0,0.0,8.248
