H,H,H,H,H,H,H,H,H,H,H
2.258,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.258,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.331,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.331,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.331,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.932,1.5,8.929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,8.929,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.626,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.626,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22
