H,H,H,H,H,H
7.812,8.247,7.804,1.386,0.0,0.0
0.0,7.625,1.222,8.078,0.0,0.0
0.0,0.0,7.655,0.0,0.0,0.0
0.0,0.0,0.0,7.921,0.0,0.0
0.0,0.0,0.0,0.0,5.477,-14.0
0.0,0.0,0.0,0.0,0.0,5.477
