H,H,H,H,H,H,H
3.909,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.909,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.909,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.577,6.962,8.028,1.271
0.0,0.0,0.0,0.0,7.453,1.271,8.028
0.0,0.0,0.0,0.0,0.0,7.709,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.545
