H,H,H,H,H
2.146,-14.845,5.174,6.415,7.342
0.0,2.015,13.595,0.859,4.934
0.0,0.0,3.767,-8.249,0.0
0.0,0.0,0.0,3.77,0.0
0.0,0.0,0.0,0.0,3.843
