H,H,H,H,H,H,H,H
1.977,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,1.977,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.977,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.309,8.04,8.04,0.0,0.0
0.0,0.0,0.0,0.0,7.448,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.448,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.273,12.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.277
