H,H,H,H,H,H,H,H,H,H
2.721,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.721,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.721,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.721,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.721,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.352,-14.0,6.7,6.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352,6.7,6.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352
