H,H,H,H,H
3.034,-12.5,-12.5,0.0,0.0
0.0,3.034,-12.5,0.0,0.0
0.0,0.0,3.034,0.0,0.0
0.0,0.0,0.0,4.042,-19.22
0.0,0.0,0.0,0.0,4.042
