H,H,H,H,H,H,H,H,H,H,H,H,H
7.246,7.346,7.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.355,1.335,0.0,0.0,0.0,0.0,7.725,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.354,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.621,-10.428,9.556,5.085,0.0,0.0,7.461,6.716,0.0,0.0
0.0,0.0,0.0,0.0,1.587,5.218,9.424,0.0,0.0,7.314,7.468,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.573,-15.084,0.0,0.0,0.0,0.0,7.293,7.128
0.0,0.0,0.0,0.0,0.0,0.0,1.595,0.0,0.0,0.0,0.0,7.295,7.214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.302,1.452,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643,-12.682,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.199,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.199
