H,H,H,H,H,H,H,H,H,H,H
1.064,-13.069,-13.069,7.466,7.466,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.064,-13.069,7.466,7.466,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.064,7.466,7.466,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.365,-12.4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.365,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.696,1.146,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.079,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.909,8.617,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.262,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621
