H,H,H,H,H
7.285,7.923,0.0,7.923,0.0
0.0,6.984,1.503,0.0,0.0
0.0,0.0,6.917,2.673,0.0
0.0,0.0,0.0,6.853,0.0
0.0,0.0,0.0,0.0,4.913
