H,H,H,H,H,H,H,H,H,H,H
1.412,-14.0,-14.0,7.408,7.408,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.412,-14.0,7.408,7.408,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.412,7.408,7.408,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.44,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.672,7.884,7.884,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.149,1.366,0.0,0.0,1.571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,1.571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.923,3.78,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.537
