H,H,H,H,H,H
2.65,-14.0,-14.0,0.0,0.0,0.0
0.0,2.65,-14.0,0.0,0.0,0.0
0.0,0.0,2.65,0.0,0.0,0.0
0.0,0.0,0.0,3.601,-14.0,0.0
0.0,0.0,0.0,0.0,3.601,0.0
0.0,0.0,0.0,0.0,0.0,7.042
