H,H,H,H,H,H,H,H
2.28,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.28,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.568,-14.0,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,2.568,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.568,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.529,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.529
