H,H,H,H,H,H,H,H,H,H,H
1.266,-14.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.266,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.793,-14.0,5.78,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.793,5.78,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.794,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.737,1.5,7.45,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.737,0.5,7.45,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.589
