H,H,H,H,H,H,H
7.282,0.0,8.132,8.132,0.0,0.0,0.0
0.0,6.579,0.0,0.0,3.292,2.26,0.0
0.0,0.0,6.785,1.485,0.0,0.0,1.64
0.0,0.0,0.0,7.213,0.0,0.0,1.64
0.0,0.0,0.0,0.0,6.81,1.373,0.0
0.0,0.0,0.0,0.0,0.0,7.19,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.585
