H,H,H,H,H,H,H,H,H,H,H
0.909,-14.0,-14.0,7.868,7.868,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.909,-14.0,7.868,7.868,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.909,7.868,7.868,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.578,-14.0,0.0,0.0,8.276,8.276,0.0,0.0
0.0,0.0,0.0,0.0,1.578,0.0,0.0,8.276,8.276,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.936,8.493,0.0,0.0,7.229,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.148,0.0,0.0,0.0,7.713
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.566,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.566,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.897,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.232
