H,H,H,H,H
6.962,9.134,0.0,0.0,2.162
0.0,7.788,0.0,0.0,0.0
0.0,0.0,7.284,5.964,0.0
0.0,0.0,0.0,7.57,0.0
0.0,0.0,0.0,0.0,7.315
