H,H,H,H,H,H
3.861,-14.0,-14.0,0.0,0.0,0.0
0.0,3.861,-14.0,0.0,0.0,0.0
0.0,0.0,3.861,0.0,0.0,0.0
0.0,0.0,0.0,7.393,7.501,1.52
0.0,0.0,0.0,0.0,7.119,0.0
0.0,0.0,0.0,0.0,0.0,7.386
