H,H,H,H,H,H,H,H
3.78,-11.5,-11.5,0.0,0.0,0.0,0.0,0.0
0.0,3.78,-11.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.177,-12.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.177,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.203,3.402,0.84
0.0,0.0,0.0,0.0,0.0,0.0,6.636,1.845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.691
