H,H,H,H,H,H,H,H,H,H,H,H,H
1.278,-12.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,1.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,0.0,1.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,0.0,0.0,1.278,0.0,-12.691,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,0.0,0.0,0.0,1.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,0.0,0.0,0.0,0.0,1.278,0.0,0.0,0.0,0.0,0.0,0.0,6.93
0.0,0.0,0.0,0.0,0.0,0.0,7.324,1.48,7.788,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.324,0.0,7.788,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259,1.479,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669,-12.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938
