H,H,H,H,H,H,H,H
2.406,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.406,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.406,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.51,0.0,8.371,0.0,1.545
0.0,0.0,0.0,0.0,8.016,0.0,10.157,0.0
0.0,0.0,0.0,0.0,0.0,7.344,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.493,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.513
