H,H,H,H,H,H,H
7.965,8.404,0.0,0.0,0.0,0.0,2.123
0.0,8.021,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.999,-14.0,7.53,7.53,0.0
0.0,0.0,0.0,3.999,7.53,7.53,0.0
0.0,0.0,0.0,0.0,3.999,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,3.999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.133
