H,H,H,H,H,H,H,H,H
7.21,8.033,0.0,0.0,0.0,0.0,1.502,0.0,0.0
0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.248,-14.0,8.792,8.792,0.0,0.0,0.0
0.0,0.0,0.0,3.248,8.792,8.792,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.416,11.77,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.417,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.342,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101
