H,H,H,H,H,H
3.972,-14.0,-14.0,0.0,0.0,0.0
0.0,3.972,-14.0,0.0,0.0,0.0
0.0,0.0,3.972,0.0,0.0,0.0
0.0,0.0,0.0,7.113,5.632,0.0
0.0,0.0,0.0,0.0,7.385,0.0
0.0,0.0,0.0,0.0,0.0,6.984
